,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,ExterQualOrigin,ExterCondOrigin,GarageQualOrigin,GarageCondOrigin,FireplaceQuOrigin,KitchenQualOrigin,HeatingQCOrigin,BsmtQualOrigin,BsmtExposureOrigin,BsmtFinType1Origin,BsmtFinType2Origin,FunctionalOrigin,GarageFinishOrigin,FenceOrigin,NewHouse,Season,TotalArea
732,80,RL,73,9590,Pave,None,IR1,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,442,4,3,PConc,5,TA,3,6,786,1,0,82,868,GasA,5,Y,SBrkr,1146,0,0,1146,1,0,2,0,3,1,4,6,8,1,4,Attchd,2003,2,2,438,3,3,Y,160,22,0,0,0,0,None,0,None,0,5,2007,WD,Normal,187500,Gd,TA,TA,TA,Gd,Gd,Ex,Ex,Av,GLQ,Unf,Typ,Fin,None,0,1,14753
733,60,RL,75,11404,Pave,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,202,4,3,PConc,4,TA,3,5,252,1,0,901,1153,GasA,5,Y,SBrkr,1153,878,0,2031,0,0,2,1,3,1,4,8,8,1,3,Attchd,1998,2,2,541,3,3,Y,192,84,0,0,0,0,None,0,None,0,7,2008,WD,Normal,222500,Gd,TA,TA,TA,TA,Gd,Ex,Gd,Av,ALQ,Unf,Typ,Fin,None,0,1,18866
734,20,RL,80,10000,Pave,None,Reg,Lvl,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1961,1983,Hip,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,3,TA,1,4,594,1,0,270,864,GasA,5,Y,SBrkr,1144,0,0,1144,1,0,1,0,3,1,3,6,8,1,3,Attchd,1961,1,1,264,3,3,Y,165,0,0,0,0,0,None,1,Shed,400,3,2009,WD,Normal,131400,TA,TA,TA,TA,TA,TA,Ex,TA,No,BLQ,Unf,Typ,RFn,GdWo,0,0,14525
735,20,RL,67,8978,Pave,None,IR1,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,Plywood,Plywood,None,0,3,3,PConc,3,TA,1,1,0,1,0,948,948,GasA,3,Y,SBrkr,948,0,0,948,0,0,1,0,3,1,3,6,8,0,0,Attchd,1968,1,1,300,3,3,Y,147,0,0,0,0,0,None,0,None,0,5,2007,WD,Family,108000,TA,TA,TA,TA,None,TA,TA,TA,No,Unf,Unf,Typ,Unf,None,0,1,13284
736,75,RM,60,10800,Pave,None,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,4,TA,2,3,390,1,0,490,880,GasW,2,N,SBrkr,880,888,0,1768,0,0,1,1,2,1,3,6,8,2,3,Detchd,1914,1,2,320,3,3,N,0,341,0,0,0,0,None,0,None,0,10,2006,WD,Normal,163000,TA,TA,TA,TA,TA,TA,Fa,Gd,Mn,Rec,Unf,Typ,Unf,None,0,0,16817
737,90,RL,60,8544,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,Stucco,Stone,None,0,3,3,CBlock,0,None,0,0,0,0,0,0,0,GasA,4,N,FuseF,1040,0,0,1040,0,0,2,0,2,2,3,6,8,0,0,Detchd,1949,1,2,400,3,3,Y,0,0,0,0,0,0,None,0,None,0,7,2006,WD,Normal,93500,TA,TA,TA,TA,None,TA,Gd,None,None,None,None,Typ,Unf,None,0,1,11084
738,60,RL,72,10463,Pave,None,IR1,HLS,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,TA,1,1,0,1,0,893,893,GasA,5,Y,SBrkr,901,900,0,1801,0,0,2,1,3,1,4,8,8,1,4,Attchd,2005,2,3,800,3,3,Y,0,116,0,0,0,0,None,0,None,0,6,2006,WD,Normal,239900,Gd,TA,TA,TA,Gd,Gd,Ex,Gd,No,Unf,Unf,Typ,Fin,None,0,1,16839
739,90,RL,60,10800,Pave,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,None,0,3,3,CBlock,4,Gd,4,6,1200,1,0,0,1200,GasA,3,Y,SBrkr,1200,0,0,1200,3,0,3,0,3,1,3,5,8,0,0,None,1987,0,0,0,0,0,Y,120,0,0,0,0,0,None,0,None,0,3,2009,WD,Alloca,179000,TA,TA,None,None,None,TA,TA,Gd,Gd,GLQ,Unf,Typ,None,None,0,0,15780
740,60,RL,65,9313,Pave,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,TA,1,1,0,1,0,864,864,GasA,5,Y,SBrkr,864,864,0,1728,0,0,2,1,3,1,4,7,8,0,0,Attchd,2004,1,2,572,3,3,Y,187,56,0,0,0,0,None,0,None,0,4,2009,WD,Normal,190000,Gd,TA,TA,TA,None,Gd,Ex,Gd,No,Unf,Unf,Typ,RFn,None,0,0,15377
741,70,RM,60,9600,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,2002,Gable,CompShg,Wd Sdng,Wd Shng,None,0,3,4,BrkTil,2,Fa,1,1,0,1,0,264,264,GasA,5,Y,SBrkr,768,664,0,1432,0,0,2,0,2,1,3,7,8,0,0,Detchd,1910,1,2,360,3,4,Y,270,0,112,0,0,0,None,4,None,0,5,2007,WD,Abnorml,132000,TA,Gd,TA,Gd,None,TA,Ex,Fa,No,Unf,Unf,Typ,Unf,GdPrv,0,1,13794
742,20,RL,65,6768,Pave,None,IR1,Lvl,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,6,8,1961,1996,Hip,CompShg,HdBoard,HdBoard,None,0,3,4,CBlock,3,TA,2,6,832,1,0,80,912,GasA,4,Y,SBrkr,912,0,0,912,1,1,1,0,3,1,4,5,8,0,0,Detchd,1962,1,1,288,3,3,Y,168,0,0,0,0,0,None,4,None,0,5,2008,WD,Normal,142000,TA,Gd,TA,TA,None,Gd,Gd,TA,Mn,GLQ,Unf,Typ,Unf,GdPrv,0,1,10937
743,20,RL,65,8450,Pave,None,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108,3,3,PConc,4,TA,1,1,0,1,0,1349,1349,GasA,5,Y,SBrkr,1349,0,0,1349,0,0,2,0,3,1,3,6,8,0,0,Attchd,2000,1,2,539,3,3,Y,120,55,0,0,0,0,None,4,None,0,12,2007,WD,Normal,179000,TA,TA,TA,TA,None,TA,Ex,Gd,No,Unf,Unf,Typ,Unf,GdPrv,0,0,14733
744,80,RL,70,12886,Pave,None,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1963,1999,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,4,TA,3,5,444,1,0,76,520,GasA,5,Y,SBrkr,1464,0,0,1464,0,1,2,0,3,1,3,6,6,1,3,Attchd,1997,1,2,480,3,3,Y,302,0,0,0,100,0,None,0,None,0,10,2009,WD,Normal,175000,TA,TA,TA,TA,TA,TA,Ex,Gd,Av,ALQ,Unf,Min2,RFn,None,0,0,17806
745,120,RL,41,5395,Pave,None,IR1,HLS,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,None,0,4,3,PConc,4,TA,1,6,733,1,0,604,1337,GasA,4,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,4,5,8,1,3,Attchd,1993,1,2,462,3,3,Y,96,0,70,168,0,0,None,0,None,0,10,2008,WD,Normal,180000,Gd,TA,TA,TA,TA,Gd,Gd,Gd,No,GLQ,Unf,Typ,RFn,None,0,0,11580
746,60,RL,66.94400645,8963,Pave,None,IR1,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,9,1976,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,289,5,4,CBlock,3,Gd,1,6,575,5,80,487,1142,GasA,5,Y,SBrkr,1175,1540,0,2715,0,1,3,1,4,1,4,11,8,2,3,BuiltIn,1994,2,2,831,3,3,Y,0,204,0,0,0,0,None,0,None,0,7,2008,WD,Normal,299800,Ex,Gd,TA,TA,TA,Gd,Ex,TA,No,GLQ,ALQ,Typ,Fin,None,0,1,18067.94401
747,60,RL,66.31364867,8795,Pave,None,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,TA,1,6,300,1,0,652,952,GasA,5,Y,SBrkr,980,1276,0,2256,0,0,2,1,4,1,4,8,8,1,3,BuiltIn,2000,2,2,554,3,3,Y,224,54,0,0,0,0,None,0,None,0,4,2009,WD,Normal,236000,Gd,TA,TA,TA,TA,Gd,Ex,Gd,No,GLQ,Unf,Typ,Fin,None,0,0,16109.31365
748,70,RM,65,11700,Pave,Pave,IR1,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1880,2003,Mansard,CompShg,Stucco,Stucco,None,0,4,3,Stone,3,Fa,1,1,0,1,0,1240,1240,GasW,3,N,SBrkr,1320,1320,0,2640,0,0,1,1,4,1,4,8,8,1,4,Detchd,1950,1,4,864,3,3,N,181,0,386,0,0,0,None,0,None,0,5,2009,WD,Normal,265979,Gd,TA,TA,TA,Gd,Gd,TA,TA,No,Unf,Unf,Typ,Unf,None,0,1,20956
749,20,RL,59,10593,Pave,None,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,338,4,3,PConc,4,TA,1,6,919,1,0,801,1720,GasA,5,Y,SBrkr,1720,0,0,1720,1,0,2,0,3,1,4,7,8,1,3,Attchd,1996,2,2,527,3,3,Y,240,56,154,0,0,0,None,0,None,0,3,2010,WD,Normal,260400,Gd,TA,TA,TA,TA,Gd,Ex,Gd,No,GLQ,Unf,Typ,Fin,None,0,0,18847
750,50,RL,50,8405,Pave,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,CompShg,WdShing,Wd Shng,None,0,3,3,Slab,0,None,0,0,0,0,0,0,0,Wall,3,N,FuseF,1088,441,0,1529,0,0,2,0,4,1,3,9,5,0,0,Detchd,1945,1,1,240,3,3,N,92,0,185,0,0,0,None,0,None,0,4,2009,WD,Normal,98000,TA,TA,TA,TA,None,TA,TA,None,None,None,None,Mod,Unf,None,0,0,12030
751,50,RM,55,8800,Pave,Grvl,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,1910,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,Fa,1,1,0,1,0,576,576,GasA,4,Y,SBrkr,792,348,0,1140,0,0,1,0,3,1,3,7,6,0,0,None,1910,0,0,0,0,0,N,0,160,0,0,0,0,None,0,None,0,6,2010,WD,Normal,96500,TA,TA,None,None,None,TA,Gd,TA,No,Unf,Unf,Min2,None,None,0,1,12447
752,60,RL,62.24949799,7750,Pave,None,Reg,Lvl,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,TA,1,1,0,1,0,660,660,GasA,5,Y,SBrkr,660,660,0,1320,0,0,2,1,3,1,4,6,8,0,0,Attchd,2003,2,2,400,3,3,Y,0,48,0,0,0,0,None,0,None,0,8,2007,WD,Normal,162000,Gd,TA,TA,TA,None,Gd,Ex,Gd,No,Unf,Unf,Typ,Fin,None,0,0,12220.2495
753,20,RL,79,9236,Pave,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0,3,4,PConc,4,TA,4,6,1200,1,0,279,1479,GasA,5,Y,SBrkr,1494,0,0,1494,1,0,2,0,3,1,4,6,8,0,0,Attchd,1997,1,2,576,3,3,Y,168,27,0,0,0,0,None,0,None,0,7,2006,WD,Normal,217000,TA,Gd,TA,TA,None,Gd,Ex,Gd,Gd,GLQ,Unf,Typ,RFn,None,0,1,16032
754,60,RL,80,10240,Pave,None,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,178,4,3,PConc,4,TA,2,1,0,1,0,1030,1030,GasA,4,Y,SBrkr,1038,1060,0,2098,0,0,2,1,3,1,5,8,8,1,4,Attchd,2005,1,3,878,3,3,Y,192,52,0,0,0,0,None,0,None,0,3,2006,WD,Normal,275500,Gd,TA,TA,TA,Gd,Ex,Gd,Gd,Mn,Unf,Unf,Typ,RFn,None,0,0,17876
755,20,RL,61,7930,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,2005,Gable,CompShg,Plywood,Plywood,None,0,3,3,CBlock,3,TA,1,6,439,2,472,115,1026,GasA,4,Y,SBrkr,1026,0,0,1026,1,0,1,0,3,1,4,5,8,0,0,Detchd,1969,1,2,440,3,3,Y,171,48,0,0,0,0,None,0,None,0,7,2009,WD,Normal,156000,TA,TA,TA,TA,None,Gd,Gd,TA,No,GLQ,LwQ,Typ,RFn,None,0,1,12754
756,160,FV,34,3230,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894,3,3,PConc,4,TA,1,6,381,1,0,348,729,GasA,4,Y,SBrkr,742,729,0,1471,0,0,2,1,3,1,3,6,8,0,0,Detchd,1999,1,2,440,3,3,Y,0,24,0,0,0,0,None,0,None,0,3,2009,WD,Normal,172500,TA,TA,TA,TA,None,TA,Gd,Gd,No,GLQ,Unf,Typ,Unf,None,0,0,9022
757,60,RL,68,10769,Pave,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,TA,3,6,20,1,0,846,866,GasA,5,Y,SBrkr,866,902,0,1768,0,0,2,1,3,1,4,7,8,0,0,Attchd,2007,1,2,578,3,3,Y,144,105,0,0,0,0,None,0,None,0,4,2009,WD,Normal,212000,Gd,TA,TA,TA,None,Gd,Ex,Gd,Av,GLQ,Unf,Typ,RFn,None,0,0,16932
758,60,RL,76.21023553,11616,Pave,None,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkCmn,328,3,3,CBlock,3,TA,2,3,438,1,0,234,672,GasA,3,Y,SBrkr,672,714,0,1386,0,0,2,1,3,1,3,6,8,1,3,Attchd,1978,2,2,440,3,3,Y,335,0,0,0,0,0,None,4,None,0,4,2010,WD,Abnorml,158900,TA,TA,TA,TA,TA,TA,TA,TA,Mn,Rec,Unf,Typ,Fin,GdPrv,0,0,16911.21024
759,160,FV,24,2280,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,360,3,3,PConc,4,TA,1,5,549,1,0,195,744,GasA,4,Y,SBrkr,757,744,0,1501,0,0,2,1,3,1,3,6,8,0,0,Detchd,1999,1,2,440,3,3,Y,0,0,0,0,0,0,None,0,None,0,8,2008,WD,Normal,179400,TA,TA,TA,TA,None,TA,Gd,Gd,No,ALQ,Unf,Typ,Unf,None,0,0,7594
760,60,RL,65,12257,Pave,None,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,513,4,3,PConc,4,TA,3,2,56,5,64,1198,1318,GasA,5,Y,SBrkr,1328,1203,0,2531,0,0,2,1,4,1,4,9,8,1,3,Attchd,1995,1,3,752,3,3,Y,222,98,0,0,0,0,None,0,None,0,11,2007,WD,Normal,290000,Gd,TA,TA,TA,TA,Gd,Ex,Gd,Av,LwQ,ALQ,Typ,RFn,None,0,0,21605
761,20,RL,70,9100,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,TA,1,3,612,1,0,252,864,GasA,5,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,3,5,8,0,0,Detchd,2008,1,1,300,5,5,Y,0,0,0,0,0,0,None,0,Shed,450,10,2009,WD,Normal,127500,TA,TA,Ex,Ex,None,TA,Ex,TA,No,Rec,Unf,Typ,Unf,None,0,0,12926
762,30,RM,60,6911,Pave,None,Reg,Lvl,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,PConc,3,TA,2,2,405,1,0,740,1145,GasA,3,Y,SBrkr,1301,0,0,1301,0,0,1,0,2,1,2,5,7,0,0,Detchd,1965,1,2,440,3,3,Y,0,0,0,0,0,0,None,0,None,0,10,2009,WD,Normal,100000,TA,TA,TA,TA,None,Fa,TA,TA,Mn,LwQ,Unf,Min1,Unf,None,0,0,12303
763,60,FV,72,8640,Pave,None,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,4,TA,2,6,24,1,0,732,756,GasA,5,Y,SBrkr,764,783,0,1547,0,0,2,1,3,1,4,7,8,0,0,Attchd,2009,1,2,614,3,3,Y,169,45,0,0,0,0,None,0,None,0,6,2010,Con,Normal,215200,TA,TA,TA,TA,None,Gd,Ex,Gd,Mn,GLQ,Unf,Typ,Unf,None,0,1,14146
764,60,RL,82,9430,Pave,None,Reg,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,673,4,3,PConc,4,TA,2,6,1163,1,0,89,1252,GasA,5,Y,SBrkr,1268,1097,0,2365,1,0,2,1,3,1,4,8,8,1,4,Attchd,1999,1,3,856,3,3,Y,0,128,0,0,180,0,None,0,None,0,7,2009,WD,Normal,337000,Gd,TA,TA,TA,Gd,Gd,Ex,Gd,Mn,GLQ,Unf,Typ,RFn,None,0,1,18583
765,120,RL,30,9549,Pave,None,IR1,Lvl,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,BrkFace,None,0,4,4,PConc,4,Gd,3,2,437,6,1057,0,1494,GasA,5,Y,SBrkr,1494,0,0,1494,1,0,1,1,2,1,5,6,8,1,4,Attchd,1995,2,2,481,3,3,Y,0,30,0,0,216,0,None,0,None,0,4,2006,WD,Normal,270000,Gd,Gd,TA,TA,Gd,Ex,Ex,Gd,Av,LwQ,GLQ,Typ,Fin,None,0,0,16282
766,20,RL,75,14587,Pave,None,IR1,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,284,4,3,PConc,4,TA,1,1,0,1,0,1498,1498,GasA,5,Y,SBrkr,1506,0,0,1506,0,0,2,0,2,1,5,6,8,1,4,Attchd,2008,2,2,592,3,3,Y,0,174,0,0,0,0,None,0,None,0,8,2008,New,Partial,264132,Gd,TA,TA,TA,Gd,Ex,Ex,Gd,No,Unf,Unf,Typ,Fin,None,1,0,21720
767,60,RL,80,10421,Pave,None,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,42,3,3,CBlock,4,TA,1,6,394,1,0,586,980,GasA,3,Y,SBrkr,980,734,0,1714,0,0,2,1,3,1,3,7,8,1,3,Attchd,1988,1,2,496,3,3,Y,228,66,156,0,0,0,None,2,Shed,500,3,2010,WD,Normal,196500,TA,TA,TA,TA,TA,TA,TA,Gd,No,GLQ,Unf,Typ,Unf,MnPrv,0,0,16877
768,50,RL,75,12508,Pave,None,IR1,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,4,TA,2,5,660,1,0,323,983,GasA,5,Y,SBrkr,983,767,0,1750,1,0,2,0,4,1,3,7,5,0,0,Attchd,1989,1,1,423,3,3,Y,245,0,156,0,0,0,None,0,Shed,1300,7,2008,WD,Normal,160000,TA,TA,TA,TA,None,TA,Ex,Gd,Mn,ALQ,Unf,Mod,Unf,None,0,1,18873
769,20,RL,70,9100,Pave,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,TA,1,6,24,1,0,1836,1860,GasA,5,Y,SBrkr,1836,0,0,1836,0,0,2,0,3,1,4,8,8,1,4,Attchd,2004,2,2,484,3,3,Y,120,33,0,0,0,0,None,0,None,0,10,2006,WD,Normal,216837,Gd,TA,TA,TA,Gd,Gd,Ex,Gd,No,GLQ,Unf,Typ,Fin,None,0,0,17199
770,60,RL,47,53504,Pave,None,IR2,HLS,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,CemntBd,Wd Shng,BrkFace,603,5,3,PConc,4,TA,4,5,1416,1,0,234,1650,GasA,5,Y,SBrkr,1690,1589,0,3279,1,0,3,1,4,1,5,12,5,1,4,BuiltIn,2003,2,3,841,3,3,Y,503,36,0,0,210,0,None,0,None,0,6,2010,WD,Normal,538000,Ex,TA,TA,TA,Gd,Ex,Ex,Gd,Gd,ALQ,Unf,Mod,Fin,None,0,1,65602
771,85,RL,60.21627687,7252,Pave,None,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,4,TA,3,6,685,1,0,173,858,GasA,3,Y,SBrkr,858,0,0,858,1,0,1,0,2,1,3,5,8,0,0,Detchd,1983,1,2,576,3,3,Y,120,0,0,0,0,0,None,0,None,0,4,2009,WD,Normal,134900,TA,TA,TA,TA,None,TA,TA,Gd,Av,GLQ,Unf,Typ,Unf,None,0,0,11440.21628
772,20,RL,67,8877,Pave,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,2,Fa,1,2,836,1,0,0,836,GasA,3,Y,FuseF,1220,0,0,1220,0,0,1,0,2,1,3,6,8,0,0,Detchd,1951,1,2,396,3,3,Y,0,0,0,0,0,0,None,0,None,0,4,2006,COD,Normal,102000,TA,TA,TA,TA,None,TA,TA,Fa,No,LwQ,Unf,Typ,Unf,None,0,0,13452
773,80,RL,94,7819,Pave,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0,3,3,CBlock,3,TA,3,5,422,4,127,480,1029,GasA,3,Y,SBrkr,1117,0,0,1117,1,0,1,0,3,1,3,6,8,1,3,Detchd,1976,1,2,672,3,3,Y,144,0,0,0,0,0,None,2,None,0,3,2010,WD,Abnorml,107000,TA,TA,TA,TA,TA,TA,TA,TA,Av,ALQ,BLQ,Typ,Unf,MnPrv,0,0,13021
774,20,RL,70,10150,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,1,3,3,CBlock,3,TA,1,3,456,1,0,456,912,GasA,5,Y,FuseA,912,0,0,912,0,0,1,0,2,1,3,5,8,0,0,Attchd,1958,1,1,275,3,3,Y,0,0,0,0,0,0,None,0,None,0,7,2007,COD,Normal,114500,TA,TA,TA,TA,None,TA,Ex,TA,No,Rec,Unf,Typ,RFn,None,0,1,14144
775,20,RL,110,14226,Pave,None,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,375,4,3,PConc,4,TA,3,1,0,1,0,1935,1935,GasA,4,Y,SBrkr,1973,0,0,1973,0,0,2,0,3,1,4,9,8,1,4,Attchd,2006,2,3,895,3,3,Y,315,45,0,0,0,0,None,0,None,0,7,2007,New,Partial,395000,Gd,TA,TA,TA,Gd,Gd,Gd,Gd,Av,Unf,Unf,Typ,Fin,None,0,1,23782
776,120,RM,32,4500,Pave,None,Reg,Lvl,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,320,3,3,PConc,5,TA,1,6,866,1,0,338,1204,GasA,5,Y,SBrkr,1204,0,0,1204,1,0,2,0,2,1,3,5,8,0,0,Attchd,1998,2,2,412,3,3,Y,0,247,0,0,0,0,None,0,None,0,6,2009,WD,Normal,162000,TA,TA,TA,TA,None,TA,Ex,Ex,No,GLQ,Unf,Typ,Fin,None,0,1,10327
777,20,RL,86,11210,Pave,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,240,4,3,PConc,4,TA,3,6,20,1,0,1594,1614,GasA,5,Y,SBrkr,1614,0,0,1614,0,0,2,0,3,1,4,7,8,0,0,Attchd,2005,1,3,865,3,3,Y,144,59,0,0,0,0,None,0,None,0,7,2006,New,Partial,221500,Gd,TA,TA,TA,None,Gd,Ex,Gd,Av,GLQ,Unf,Typ,RFn,None,0,1,19060
